order_number,date (OG),warehouse,client_type,product_line,quantity,unit_price,total,payment,payment_fee,date,year,month,date,months_name
C273,2021-07-21T00:00:00.000Z,Central,Retail,Miscellaneous,3,22.96,68.87,Credit card,0.03,2021-07-21,2021,07,21,July
C274,2021-07-21T00:00:00.000Z,Central,Retail,Miscellaneous,10,19.98,199.83,Credit card,0.03,2021-07-21,2021,07,21,July
C275,2021-07-21T00:00:00.000Z,Central,Wholesale,Breaking system,12,17.47,209.68,Transfer,0.01,2021-07-21,2021,07,21,July
C276,2021-07-22T00:00:00.000Z,Central,Retail,Breaking system,4,20.64,82.55,Credit card,0.03,2021-07-22,2021,07,22,July
C277,2021-07-22T00:00:00.000Z,Central,Retail,Engine,3,56.65,169.96,Credit card,0.03,2021-07-22,2021,07,22,July
C278,2021-07-23T00:00:00.000Z,Central,Retail,Breaking system,5,14.96,74.79,Credit card,0.03,2021-07-23,2021,07,23,July
C279,2021-07-23T00:00:00.000Z,Central,Retail,Suspension & traction,3,36.49,109.48,Credit card,0.03,2021-07-23,2021,07,23,July
C280,2021-07-23T00:00:00.000Z,Central,Retail,Breaking system,9,17.39,156.46,Credit card,0.03,2021-07-23,2021,07,23,July
C281,2021-07-23T00:00:00.000Z,Central,Retail,Breaking system,1,16.24,16.24,Cash,0,2021-07-23,2021,07,23,July
C282,2021-07-23T00:00:00.000Z,Central,Retail,Miscellaneous,1,18.4,18.4,Credit card,0.03,2021-07-23,2021,07,23,July
C283,2021-07-23T00:00:00.000Z,Central,Retail,Breaking system,10,11.25,112.48,Credit card,0.03,2021-07-23,2021,07,23,July
C284,2021-07-23T00:00:00.000Z,Central,Wholesale,Suspension & traction,8,27.12,216.97,Transfer,0.01,2021-07-23,2021,07,23,July
C285,2021-07-24T00:00:00.000Z,Central,Retail,Electrical system,8,19.16,153.28,Credit card,0.03,2021-07-24,2021,07,24,July
C286,2021-07-24T00:00:00.000Z,Central,Retail,Electrical system,4,19.66,78.65,Credit card,0.03,2021-07-24,2021,07,24,July
C287,2021-07-24T00:00:00.000Z,Central,Retail,Miscellaneous,3,29.8,89.4,Cash,0,2021-07-24,2021,07,24,July
C288,2021-07-24T00:00:00.000Z,Central,Retail,Electrical system,9,29.26,263.38,Credit card,0.03,2021-07-24,2021,07,24,July
C289,2021-07-25T00:00:00.000Z,Central,Retail,Frame & body,6,42.99,257.95,Credit card,0.03,2021-07-25,2021,07,25,July
C290,2021-07-25T00:00:00.000Z,Central,Retail,Breaking system,2,22.3,44.59,Credit card,0.03,2021-07-25,2021,07,25,July
C291,2021-07-25T00:00:00.000Z,Central,Retail,Electrical system,10,20.79,207.9,Credit card,0.03,2021-07-25,2021,07,25,July
C292,2021-07-25T00:00:00.000Z,Central,Retail,Miscellaneous,8,17.74,141.91,Cash,0,2021-07-25,2021,07,25,July
C293,2021-07-25T00:00:00.000Z,Central,Retail,Suspension & traction,10,37.26,372.6,Credit card,0.03,2021-07-25,2021,07,25,July
C294,2021-07-25T00:00:00.000Z,Central,Retail,Suspension & traction,6,34.29,205.73,Credit card,0.03,2021-07-25,2021,07,25,July
C295,2021-07-26T00:00:00.000Z,Central,Retail,Breaking system,5,24.02,120.11,Credit card,0.03,2021-07-26,2021,07,26,July
C296,2021-07-26T00:00:00.000Z,Central,Retail,Miscellaneous,4,23.81,95.23,Credit card,0.03,2021-07-26,2021,07,26,July
C297,2021-07-26T00:00:00.000Z,Central,Retail,Suspension & traction,1,31.62,31.62,Credit card,0.03,2021-07-26,2021,07,26,July
C298,2021-07-26T00:00:00.000Z,Central,Retail,Suspension & traction,5,38.67,193.37,Credit card,0.03,2021-07-26,2021,07,26,July
C299,2021-07-26T00:00:00.000Z,Central,Retail,Suspension & traction,10,33.8,337.98,Credit card,0.03,2021-07-26,2021,07,26,July
C300,2021-07-26T00:00:00.000Z,Central,Retail,Frame & body,1,48.08,48.08,Cash,0,2021-07-26,2021,07,26,July
C301,2021-07-26T00:00:00.000Z,Central,Wholesale,Engine,32,57.1,1827.04,Transfer,0.01,2021-07-26,2021,07,26,July
C302,2021-07-26T00:00:00.000Z,Central,Retail,Miscellaneous,1,21.44,21.44,Cash,0,2021-07-26,2021,07,26,July
C303,2021-07-26T00:00:00.000Z,Central,Retail,Electrical system,4,27.1,108.38,Credit card,0.03,2021-07-26,2021,07,26,July
C304,2021-07-27T00:00:00.000Z,Central,Retail,Frame & body,1,42.41,42.41,Credit card,0.03,2021-07-27,2021,07,27,July
C305,2021-07-27T00:00:00.000Z,Central,Retail,Engine,6,66.62,399.71,Credit card,0.03,2021-07-27,2021,07,27,July
C306,2021-07-27T00:00:00.000Z,Central,Wholesale,Suspension & traction,24,40.12,962.8,Transfer,0.01,2021-07-27,2021,07,27,July
C307,2021-07-27T00:00:00.000Z,Central,Retail,Breaking system,2,24.98,49.96,Credit card,0.03,2021-07-27,2021,07,27,July
C308,2021-07-27T00:00:00.000Z,Central,Retail,Frame & body,4,49.26,197.03,Credit card,0.03,2021-07-27,2021,07,27,July
C309,2021-07-27T00:00:00.000Z,Central,Wholesale,Miscellaneous,24,17.77,426.4,Transfer,0.01,2021-07-27,2021,07,27,July
C310,2021-07-28T00:00:00.000Z,Central,Retail,Frame & body,5,44.54,222.72,Credit card,0.03,2021-07-28,2021,07,28,July
C311,2021-07-28T00:00:00.000Z,Central,Retail,Engine,10,52.25,522.5,Credit card,0.03,2021-07-28,2021,07,28,July
C312,2021-07-28T00:00:00.000Z,Central,Retail,Electrical system,6,29.5,176.99,Credit card,0.03,2021-07-28,2021,07,28,July
C313,2021-07-28T00:00:00.000Z,Central,Retail,Breaking system,10,11.63,116.28,Credit card,0.03,2021-07-28,2021,07,28,July
C314,2021-07-28T00:00:00.000Z,Central,Retail,Breaking system,3,17.07,51.21,Credit card,0.03,2021-07-28,2021,07,28,July
C315,2021-07-28T00:00:00.000Z,Central,Wholesale,Electrical system,36,26.12,940.14,Transfer,0.01,2021-07-28,2021,07,28,July
C316,2021-07-29T00:00:00.000Z,Central,Retail,Breaking system,10,15.18,151.82,Credit card,0.03,2021-07-29,2021,07,29,July
C317,2021-07-29T00:00:00.000Z,Central,Retail,Suspension & traction,8,39.33,314.64,Credit card,0.03,2021-07-29,2021,07,29,July
C318,2021-07-29T00:00:00.000Z,Central,Retail,Electrical system,1,26.72,26.72,Cash,0,2021-07-29,2021,07,29,July
C319,2021-07-30T00:00:00.000Z,Central,Retail,Electrical system,3,19.14,57.41,Credit card,0.03,2021-07-30,2021,07,30,July
C320,2021-07-30T00:00:00.000Z,Central,Retail,Electrical system,2,28.25,56.5,Credit card,0.03,2021-07-30,2021,07,30,July
C321,2021-07-30T00:00:00.000Z,Central,Retail,Suspension & traction,3,29.58,88.75,Credit card,0.03,2021-07-30,2021,07,30,July
C322,2021-07-30T00:00:00.000Z,Central,Wholesale,Breaking system,28,21.88,612.78,Transfer,0.01,2021-07-30,2021,07,30,July
C323,2021-07-30T00:00:00.000Z,Central,Retail,Miscellaneous,1,22.29,22.29,Cash,0,2021-07-30,2021,07,30,July
C324,2021-07-30T00:00:00.000Z,Central,Retail,Breaking system,9,21.42,192.82,Credit card,0.03,2021-07-30,2021,07,30,July
C325,2021-07-31T00:00:00.000Z,Central,Retail,Suspension & traction,5,27.2,136.02,Cash,0,2021-07-31,2021,07,31,July
C326,2021-07-31T00:00:00.000Z,Central,Retail,Suspension & traction,10,41.23,412.3,Credit card,0.03,2021-07-31,2021,07,31,July
C327,2021-07-31T00:00:00.000Z,Central,Wholesale,Suspension & traction,36,29.5,1062,Transfer,0.01,2021-07-31,2021,07,31,July
C328,2021-07-31T00:00:00.000Z,Central,Retail,Suspension & traction,9,39.73,357.58,Credit card,0.03,2021-07-31,2021,07,31,July
C329,2021-07-31T00:00:00.000Z,Central,Retail,Engine,3,62.23,186.7,Credit card,0.03,2021-07-31,2021,07,31,July
C330,2021-07-31T00:00:00.000Z,Central,Retail,Frame & body,10,42.42,424.25,Cash,0,2021-07-31,2021,07,31,July
C331,2021-07-31T00:00:00.000Z,Central,Retail,Frame & body,2,37.55,75.1,Credit card,0.03,2021-07-31,2021,07,31,July
C332,2021-07-31T00:00:00.000Z,Central,Retail,Suspension & traction,9,41.62,374.6,Credit card,0.03,2021-07-31,2021,07,31,July
C333,2021-07-31T00:00:00.000Z,Central,Retail,Suspension & traction,2,31.38,62.76,Credit card,0.03,2021-07-31,2021,07,31,July
C334,2021-07-31T00:00:00.000Z,Central,Wholesale,Electrical system,12,21.04,252.52,Transfer,0.01,2021-07-31,2021,07,31,July
C335,2021-07-31T00:00:00.000Z,Central,Wholesale,Breaking system,20,23.75,474.97,Transfer,0.01,2021-07-31,2021,07,31,July
C336,2021-07-31T00:00:00.000Z,Central,Retail,Electrical system,7,30.93,216.53,Credit card,0.03,2021-07-31,2021,07,31,July
C337,2021-08-01T00:00:00.000Z,Central,Wholesale,Electrical system,40,30.33,1213.13,Transfer,0.01,2021-08-01,2021,08,01,August
C338,2021-08-01T00:00:00.000Z,Central,Retail,Suspension & traction,8,30.02,240.16,Cash,0,2021-08-01,2021,08,01,August
C339,2021-08-01T00:00:00.000Z,Central,Wholesale,Breaking system,40,20.51,820.33,Transfer,0.01,2021-08-01,2021,08,01,August
C340,2021-08-01T00:00:00.000Z,Central,Retail,Suspension & traction,8,40.75,325.99,Credit card,0.03,2021-08-01,2021,08,01,August
C341,2021-08-02T00:00:00.000Z,Central,Retail,Miscellaneous,8,29.78,238.27,Credit card,0.03,2021-08-02,2021,08,02,August
C342,2021-08-02T00:00:00.000Z,Central,Retail,Suspension & traction,9,28.21,253.86,Credit card,0.03,2021-08-02,2021,08,02,August
C343,2021-08-02T00:00:00.000Z,Central,Retail,Suspension & traction,1,30.04,30.04,Credit card,0.03,2021-08-02,2021,08,02,August
C344,2021-08-03T00:00:00.000Z,Central,Wholesale,Miscellaneous,40,26.38,1055.4,Transfer,0.01,2021-08-03,2021,08,03,August
C345,2021-08-03T00:00:00.000Z,Central,Retail,Electrical system,8,20.89,167.09,Credit card,0.03,2021-08-03,2021,08,03,August
C346,2021-08-03T00:00:00.000Z,Central,Retail,Suspension & traction,8,40.91,327.28,Credit card,0.03,2021-08-03,2021,08,03,August
C347,2021-08-03T00:00:00.000Z,Central,Wholesale,Miscellaneous,12,21.42,257.04,Transfer,0.01,2021-08-03,2021,08,03,August
C348,2021-08-03T00:00:00.000Z,Central,Wholesale,Miscellaneous,12,16.35,196.16,Transfer,0.01,2021-08-03,2021,08,03,August
C349,2021-08-03T00:00:00.000Z,Central,Retail,Breaking system,5,15.7,78.52,Credit card,0.03,2021-08-03,2021,08,03,August
C350,2021-08-03T00:00:00.000Z,Central,Wholesale,Engine,28,59.33,1661.19,Transfer,0.01,2021-08-03,2021,08,03,August
C351,2021-08-03T00:00:00.000Z,Central,Retail,Breaking system,5,11.99,59.95,Credit card,0.03,2021-08-03,2021,08,03,August
C352,2021-08-03T00:00:00.000Z,Central,Retail,Electrical system,3,31.33,93.99,Credit card,0.03,2021-08-03,2021,08,03,August
C353,2021-08-03T00:00:00.000Z,Central,Retail,Suspension & traction,6,38.78,232.7,Credit card,0.03,2021-08-03,2021,08,03,August
C354,2021-08-03T00:00:00.000Z,Central,Wholesale,Engine,28,60.88,1704.78,Transfer,0.01,2021-08-03,2021,08,03,August
C355,2021-08-03T00:00:00.000Z,Central,Retail,Frame & body,10,44.96,449.57,Credit card,0.03,2021-08-03,2021,08,03,August
C356,2021-08-03T00:00:00.000Z,Central,Wholesale,Electrical system,24,23.51,564.24,Transfer,0.01,2021-08-03,2021,08,03,August
C357,2021-08-04T00:00:00.000Z,Central,Retail,Frame & body,5,44.57,222.86,Credit card,0.03,2021-08-04,2021,08,04,August
C358,2021-08-04T00:00:00.000Z,Central,Retail,Miscellaneous,7,23.68,165.76,Credit card,0.03,2021-08-04,2021,08,04,August
C359,2021-08-04T00:00:00.000Z,Central,Retail,Suspension & traction,5,29.73,148.65,Credit card,0.03,2021-08-04,2021,08,04,August
C360,2021-08-04T00:00:00.000Z,Central,Wholesale,Frame & body,36,39.55,1423.92,Transfer,0.01,2021-08-04,2021,08,04,August
C361,2021-08-04T00:00:00.000Z,Central,Wholesale,Breaking system,8,16.65,133.23,Transfer,0.01,2021-08-04,2021,08,04,August
C362,2021-08-04T00:00:00.000Z,Central,Retail,Suspension & traction,8,36.98,295.81,Credit card,0.03,2021-08-04,2021,08,04,August
C363,2021-08-05T00:00:00.000Z,Central,Retail,Suspension & traction,2,27.69,55.39,Cash,0,2021-08-05,2021,08,05,August
C364,2021-08-05T00:00:00.000Z,Central,Retail,Suspension & traction,4,39.01,156.05,Credit card,0.03,2021-08-05,2021,08,05,August
C365,2021-08-05T00:00:00.000Z,Central,Retail,Suspension & traction,5,33.38,166.9,Credit card,0.03,2021-08-05,2021,08,05,August
C366,2021-08-05T00:00:00.000Z,Central,Retail,Suspension & traction,6,28.7,172.21,Credit card,0.03,2021-08-05,2021,08,05,August
C367,2021-08-05T00:00:00.000Z,Central,Retail,Breaking system,2,24.97,49.93,Credit card,0.03,2021-08-05,2021,08,05,August
C368,2021-08-05T00:00:00.000Z,Central,Retail,Breaking system,4,11.08,44.3,Credit card,0.03,2021-08-05,2021,08,05,August
C369,2021-08-06T00:00:00.000Z,Central,Retail,Electrical system,6,30.22,181.3,Credit card,0.03,2021-08-06,2021,08,06,August
C370,2021-08-06T00:00:00.000Z,Central,Retail,Breaking system,2,15.55,31.09,Credit card,0.03,2021-08-06,2021,08,06,August
C371,2021-08-06T00:00:00.000Z,Central,Retail,Miscellaneous,5,16.27,81.36,Credit card,0.03,2021-08-06,2021,08,06,August
C372,2021-08-06T00:00:00.000Z,Central,Retail,Miscellaneous,4,16.17,64.69,Credit card,0.03,2021-08-06,2021,08,06,August
C373,2021-08-06T00:00:00.000Z,Central,Retail,Breaking system,10,14.59,145.92,Credit card,0.03,2021-08-06,2021,08,06,August
C374,2021-08-07T00:00:00.000Z,Central,Retail,Frame & body,9,49.99,449.94,Credit card,0.03,2021-08-07,2021,08,07,August
C375,2021-08-07T00:00:00.000Z,Central,Retail,Electrical system,4,32.33,129.31,Credit card,0.03,2021-08-07,2021,08,07,August
C376,2021-08-07T00:00:00.000Z,Central,Wholesale,Breaking system,32,17.74,567.84,Transfer,0.01,2021-08-07,2021,08,07,August
C377,2021-08-07T00:00:00.000Z,Central,Retail,Breaking system,7,24.26,169.8,Credit card,0.03,2021-08-07,2021,08,07,August
C378,2021-08-07T00:00:00.000Z,Central,Wholesale,Suspension & traction,28,33.7,943.51,Transfer,0.01,2021-08-07,2021,08,07,August
C379,2021-08-07T00:00:00.000Z,Central,Retail,Suspension & traction,4,29.25,117.01,Credit card,0.03,2021-08-07,2021,08,07,August
C380,2021-08-07T00:00:00.000Z,Central,Retail,Breaking system,1,11.05,11.05,Credit card,0.03,2021-08-07,2021,08,07,August
C381,2021-08-08T00:00:00.000Z,Central,Wholesale,Engine,40,63.66,2546.33,Transfer,0.01,2021-08-08,2021,08,08,August
C382,2021-08-08T00:00:00.000Z,Central,Retail,Breaking system,3,17.89,53.67,Credit card,0.03,2021-08-08,2021,08,08,August
C383,2021-08-08T00:00:00.000Z,Central,Retail,Miscellaneous,7,16.37,114.59,Credit card,0.03,2021-08-08,2021,08,08,August
C384,2021-08-08T00:00:00.000Z,Central,Wholesale,Suspension & traction,36,30.96,1114.74,Transfer,0.01,2021-08-08,2021,08,08,August
C385,2021-08-08T00:00:00.000Z,Central,Retail,Suspension & traction,1,29.24,29.24,Credit card,0.03,2021-08-08,2021,08,08,August
C386,2021-08-09T00:00:00.000Z,Central,Retail,Miscellaneous,6,21.13,126.77,Cash,0,2021-08-09,2021,08,09,August
C387,2021-08-09T00:00:00.000Z,Central,Retail,Frame & body,7,39.09,273.65,Credit card,0.03,2021-08-09,2021,08,09,August
C388,2021-08-09T00:00:00.000Z,Central,Retail,Electrical system,5,22.42,112.08,Credit card,0.03,2021-08-09,2021,08,09,August
C389,2021-08-09T00:00:00.000Z,Central,Retail,Suspension & traction,2,31.72,63.43,Credit card,0.03,2021-08-09,2021,08,09,August
C390,2021-08-09T00:00:00.000Z,Central,Wholesale,Frame & body,28,38.27,1071.51,Transfer,0.01,2021-08-09,2021,08,09,August
C391,2021-08-10T00:00:00.000Z,Central,Retail,Suspension & traction,7,31.79,222.52,Credit card,0.03,2021-08-10,2021,08,10,August
C392,2021-08-10T00:00:00.000Z,Central,Wholesale,Engine,36,60.73,2186.16,Transfer,0.01,2021-08-10,2021,08,10,August
C393,2021-08-10T00:00:00.000Z,Central,Wholesale,Electrical system,12,18.43,221.18,Transfer,0.01,2021-08-10,2021,08,10,August
C394,2021-08-10T00:00:00.000Z,Central,Wholesale,Engine,4,56.5,226.01,Transfer,0.01,2021-08-10,2021,08,10,August
C395,2021-08-10T00:00:00.000Z,Central,Retail,Electrical system,4,23.58,94.33,Credit card,0.03,2021-08-10,2021,08,10,August
C396,2021-08-10T00:00:00.000Z,Central,Retail,Suspension & traction,4,32.7,130.81,Credit card,0.03,2021-08-10,2021,08,10,August
C397,2021-08-10T00:00:00.000Z,Central,Retail,Frame & body,4,49.62,198.49,Credit card,0.03,2021-08-10,2021,08,10,August
C398,2021-08-11T00:00:00.000Z,Central,Wholesale,Breaking system,16,14.72,235.47,Transfer,0.01,2021-08-11,2021,08,11,August
C399,2021-08-11T00:00:00.000Z,Central,Retail,Frame & body,2,45.48,90.96,Credit card,0.03,2021-08-11,2021,08,11,August
C400,2021-08-11T00:00:00.000Z,Central,Retail,Suspension & traction,8,35.65,285.21,Cash,0,2021-08-11,2021,08,11,August
C401,2021-08-11T00:00:00.000Z,Central,Retail,Breaking system,2,14.12,28.23,Credit card,0.03,2021-08-11,2021,08,11,August
C402,2021-08-11T00:00:00.000Z,Central,Retail,Engine,10,53.02,530.18,Credit card,0.03,2021-08-11,2021,08,11,August
C403,2021-08-12T00:00:00.000Z,Central,Retail,Frame & body,1,40.48,40.48,Cash,0,2021-08-12,2021,08,12,August
C404,2021-08-12T00:00:00.000Z,Central,Retail,Suspension & traction,4,30.91,123.65,Credit card,0.03,2021-08-12,2021,08,12,August
C405,2021-08-12T00:00:00.000Z,Central,Wholesale,Breaking system,28,17.45,488.74,Transfer,0.01,2021-08-12,2021,08,12,August
C406,2021-08-12T00:00:00.000Z,Central,Retail,Suspension & traction,6,36.68,220.11,Credit card,0.03,2021-08-12,2021,08,12,August
C407,2021-08-12T00:00:00.000Z,Central,Wholesale,Frame & body,24,39.2,940.88,Transfer,0.01,2021-08-12,2021,08,12,August
C408,2021-08-12T00:00:00.000Z,Central,Retail,Electrical system,9,25.22,226.98,Credit card,0.03,2021-08-12,2021,08,12,August
C409,2021-08-12T00:00:00.000Z,Central,Retail,Breaking system,10,18.27,182.68,Credit card,0.03,2021-08-12,2021,08,12,August
C410,2021-08-12T00:00:00.000Z,Central,Retail,Miscellaneous,8,22.2,177.61,Credit card,0.03,2021-08-12,2021,08,12,August
C411,2021-08-12T00:00:00.000Z,Central,Retail,Breaking system,4,12.05,48.21,Credit card,0.03,2021-08-12,2021,08,12,August
C412,2021-08-12T00:00:00.000Z,Central,Retail,Suspension & traction,9,28.6,257.37,Credit card,0.03,2021-08-12,2021,08,12,August
C413,2021-08-12T00:00:00.000Z,Central,Retail,Engine,10,63.76,637.63,Credit card,0.03,2021-08-12,2021,08,12,August
C414,2021-08-13T00:00:00.000Z,Central,Wholesale,Frame & body,32,48.42,1549.49,Transfer,0.01,2021-08-13,2021,08,13,August
C415,2021-08-13T00:00:00.000Z,Central,Retail,Electrical system,4,26.25,104.99,Credit card,0.03,2021-08-13,2021,08,13,August
C416,2021-08-13T00:00:00.000Z,Central,Retail,Electrical system,1,32.13,32.13,Cash,0,2021-08-13,2021,08,13,August
C417,2021-08-13T00:00:00.000Z,Central,Retail,Suspension & traction,8,35.88,287.01,Credit card,0.03,2021-08-13,2021,08,13,August
C418,2021-08-13T00:00:00.000Z,Central,Wholesale,Frame & body,12,49.47,593.6,Transfer,0.01,2021-08-13,2021,08,13,August
C419,2021-08-13T00:00:00.000Z,Central,Retail,Breaking system,2,12.86,25.73,Credit card,0.03,2021-08-13,2021,08,13,August
C420,2021-08-13T00:00:00.000Z,Central,Retail,Suspension & traction,9,27.26,245.38,Credit card,0.03,2021-08-13,2021,08,13,August
C421,2021-08-13T00:00:00.000Z,Central,Retail,Engine,8,51.79,414.33,Credit card,0.03,2021-08-13,2021,08,13,August
C422,2021-08-13T00:00:00.000Z,Central,Retail,Suspension & traction,2,30.53,61.07,Credit card,0.03,2021-08-13,2021,08,13,August
C423,2021-08-14T00:00:00.000Z,Central,Retail,Frame & body,10,39.06,390.62,Credit card,0.03,2021-08-14,2021,08,14,August
C424,2021-08-14T00:00:00.000Z,Central,Retail,Miscellaneous,9,27.97,251.7,Credit card,0.03,2021-08-14,2021,08,14,August
C425,2021-08-14T00:00:00.000Z,Central,Retail,Frame & body,1,45.83,45.83,Credit card,0.03,2021-08-14,2021,08,14,August
C426,2021-08-14T00:00:00.000Z,Central,Retail,Suspension & traction,4,40.94,163.76,Credit card,0.03,2021-08-14,2021,08,14,August
C427,2021-08-15T00:00:00.000Z,Central,Retail,Frame & body,6,42.42,254.51,Credit card,0.03,2021-08-15,2021,08,15,August
C428,2021-08-15T00:00:00.000Z,Central,Wholesale,Breaking system,40,14.2,567.93,Transfer,0.01,2021-08-15,2021,08,15,August
C429,2021-08-15T00:00:00.000Z,Central,Retail,Suspension & traction,9,26.88,241.92,Credit card,0.03,2021-08-15,2021,08,15,August
C430,2021-08-16T00:00:00.000Z,Central,Retail,Suspension & traction,3,32.35,97.06,Credit card,0.03,2021-08-16,2021,08,16,August
C431,2021-08-16T00:00:00.000Z,Central,Wholesale,Breaking system,4,16.91,67.65,Transfer,0.01,2021-08-16,2021,08,16,August
C432,2021-08-16T00:00:00.000Z,Central,Retail,Suspension & traction,3,41.62,124.85,Credit card,0.03,2021-08-16,2021,08,16,August
C433,2021-08-17T00:00:00.000Z,Central,Retail,Breaking system,8,12.57,100.56,Credit card,0.03,2021-08-17,2021,08,17,August
C434,2021-08-17T00:00:00.000Z,Central,Wholesale,Suspension & traction,32,39.76,1272.27,Transfer,0.01,2021-08-17,2021,08,17,August
C435,2021-08-17T00:00:00.000Z,Central,Retail,Electrical system,1,24.37,24.37,Credit card,0.03,2021-08-17,2021,08,17,August
C436,2021-08-17T00:00:00.000Z,Central,Wholesale,Suspension & traction,16,31.47,503.49,Transfer,0.01,2021-08-17,2021,08,17,August
C437,2021-08-17T00:00:00.000Z,Central,Retail,Electrical system,7,21.72,152.07,Credit card,0.03,2021-08-17,2021,08,17,August
C438,2021-08-17T00:00:00.000Z,Central,Retail,Electrical system,2,21.1,42.2,Cash,0,2021-08-17,2021,08,17,August
C439,2021-08-18T00:00:00.000Z,Central,Retail,Frame & body,8,45.99,367.89,Credit card,0.03,2021-08-18,2021,08,18,August
C440,2021-08-18T00:00:00.000Z,Central,Retail,Breaking system,2,24.88,49.75,Credit card,0.03,2021-08-18,2021,08,18,August
C441,2021-08-18T00:00:00.000Z,Central,Retail,Breaking system,3,11.81,35.44,Credit card,0.03,2021-08-18,2021,08,18,August
C442,2021-08-18T00:00:00.000Z,Central,Retail,Suspension & traction,5,40.39,201.97,Credit card,0.03,2021-08-18,2021,08,18,August
C443,2021-08-18T00:00:00.000Z,Central,Retail,Miscellaneous,3,26.65,79.96,Credit card,0.03,2021-08-18,2021,08,18,August
C444,2021-08-18T00:00:00.000Z,Central,Retail,Breaking system,1,13.94,13.94,Credit card,0.03,2021-08-18,2021,08,18,August
C445,2021-08-19T00:00:00.000Z,Central,Wholesale,Frame & body,16,41.58,665.31,Transfer,0.01,2021-08-19,2021,08,19,August
C446,2021-08-20T00:00:00.000Z,Central,Retail,Breaking system,4,11.31,45.25,Cash,0,2021-08-20,2021,08,20,August
C447,2021-08-20T00:00:00.000Z,Central,Wholesale,Frame & body,32,48.07,1538.29,Transfer,0.01,2021-08-20,2021,08,20,August
C448,2021-08-20T00:00:00.000Z,Central,Retail,Frame & body,6,39.5,237.02,Credit card,0.03,2021-08-20,2021,08,20,August
C449,2021-08-21T00:00:00.000Z,Central,Retail,Breaking system,4,23.59,94.36,Credit card,0.03,2021-08-21,2021,08,21,August
C450,2021-08-21T00:00:00.000Z,Central,Retail,Engine,8,59.15,473.23,Cash,0,2021-08-21,2021,08,21,August
C451,2021-08-22T00:00:00.000Z,Central,Wholesale,Frame & body,20,35.78,715.67,Transfer,0.01,2021-08-22,2021,08,22,August
C452,2021-08-22T00:00:00.000Z,Central,Retail,Breaking system,6,18.12,108.75,Credit card,0.03,2021-08-22,2021,08,22,August
C453,2021-08-22T00:00:00.000Z,Central,Retail,Electrical system,10,27.49,274.92,Credit card,0.03,2021-08-22,2021,08,22,August
C454,2021-08-22T00:00:00.000Z,Central,Retail,Frame & body,5,37.46,187.31,Credit card,0.03,2021-08-22,2021,08,22,August
C455,2021-08-22T00:00:00.000Z,Central,Retail,Breaking system,9,14,125.97,Cash,0,2021-08-22,2021,08,22,August
C456,2021-08-22T00:00:00.000Z,Central,Retail,Suspension & traction,6,41.65,249.92,Cash,0,2021-08-22,2021,08,22,August
C457,2021-08-22T00:00:00.000Z,Central,Wholesale,Suspension & traction,16,38.06,609.01,Transfer,0.01,2021-08-22,2021,08,22,August
C458,2021-08-22T00:00:00.000Z,Central,Retail,Electrical system,5,30.48,152.4,Credit card,0.03,2021-08-22,2021,08,22,August
C459,2021-08-23T00:00:00.000Z,Central,Retail,Frame & body,2,48.88,97.77,Credit card,0.03,2021-08-23,2021,08,23,August
C460,2021-08-23T00:00:00.000Z,Central,Retail,Breaking system,5,21.09,105.43,Credit card,0.03,2021-08-23,2021,08,23,August
C461,2021-08-23T00:00:00.000Z,Central,Retail,Electrical system,4,25.48,101.93,Credit card,0.03,2021-08-23,2021,08,23,August
C462,2021-08-24T00:00:00.000Z,Central,Wholesale,Frame & body,4,39.85,159.41,Transfer,0.01,2021-08-24,2021,08,24,August
C463,2021-08-24T00:00:00.000Z,Central,Retail,Electrical system,2,23.95,47.9,Cash,0,2021-08-24,2021,08,24,August
C464,2021-08-24T00:00:00.000Z,Central,Wholesale,Suspension & traction,36,27.05,973.74,Transfer,0.01,2021-08-24,2021,08,24,August
C465,2021-08-24T00:00:00.000Z,Central,Retail,Electrical system,3,24.28,72.86,Cash,0,2021-08-24,2021,08,24,August
C466,2021-08-25T00:00:00.000Z,Central,Retail,Frame & body,6,48.9,293.39,Credit card,0.03,2021-08-25,2021,08,25,August
C467,2021-08-25T00:00:00.000Z,Central,Retail,Miscellaneous,3,18.72,56.16,Credit card,0.03,2021-08-25,2021,08,25,August
C468,2021-08-25T00:00:00.000Z,Central,Wholesale,Electrical system,8,25.95,207.56,Transfer,0.01,2021-08-25,2021,08,25,August
C469,2021-08-25T00:00:00.000Z,Central,Wholesale,Breaking system,12,13.19,158.3,Transfer,0.01,2021-08-25,2021,08,25,August
C470,2021-08-26T00:00:00.000Z,Central,Retail,Breaking system,3,13.4,40.18,Credit card,0.03,2021-08-26,2021,08,26,August
C471,2021-08-26T00:00:00.000Z,Central,Retail,Electrical system,3,24.61,73.82,Credit card,0.03,2021-08-26,2021,08,26,August
C472,2021-08-26T00:00:00.000Z,Central,Retail,Miscellaneous,3,19.77,59.3,Credit card,0.03,2021-08-26,2021,08,26,August
C473,2021-08-27T00:00:00.000Z,Central,Wholesale,Engine,20,60.22,1204.3,Transfer,0.01,2021-08-27,2021,08,27,August
C474,2021-08-27T00:00:00.000Z,Central,Retail,Electrical system,7,28.63,200.4,Cash,0,2021-08-27,2021,08,27,August
